"reef_number","reef_id","latitude","long","replicate_reef","reef_name","reef_zone","reef_area_ha","reef_visibility","image_date","image_year","enterer_initials","entered_date","distance_mainland_km","number_reef_nearest_1","zone_reef_nearest_1","area_reef_nearest_1","distance_reef_nearest_1","number_reef_nearest_2","zone_reef_nearest_2","area_reef_nearest_2","reef_nearest_2","number_reef_nearest_3","zone_reef_nearest_3","area_reef_nearest_3","reef_nearest_3","patch_id","replicate_patch","patch_zone_colour","patch_zone_name","patch_perimeter_m","patch_area_m2","patch_rugosity","halo_id","halo_perimeter_m","halo_area_m2","halo_rugosity","halo_width_1","halo_width_2","halo_width_3","halo_width_4","halo_width_5","notes","old_zone","zone_broad","zone_broad_pre2003","inital_reserve_estab_year","reserve_age","image_month","image_season","imagery_used","halos_present","zone_specific","abs_latitude","log_distance_mainland_km","log10_patch_area_m2","halos_present_bin","zone_broad_adj","temp_sst","chl_log"
"20-270A","R2092",20.8,149.267855,2,"Carlisle Reef","MNPZ",327.45,"BR","2007",2007,"MVG","13/10/11",24.57,"20-270B","CPZ/MNPZ","215.26",0.59,"20-268","CPZ",73.03,1.54,"20-267","MNPZ",3.59,1.92,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,32,NA,NA,NA,NA,"mature reserve",20.8,1.40773072802634,NA,NA,"protected",298.296661376953,0.197305619771902
"20-274","R2102",20.9,149.038728,1,"U/N Reef","MNPZ",85.42,"BR","2003",2003,"MVG","13/10/11",0,"20-275","GUZ/HPZ","22.68",1.89,"20-230","CPZ",82.22,2.66,"20-229","CPZ",112.05,6.69,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",20.9,0,NA,NA,"fished",298.141448974609,0.846652026942943
"20-287","R4358",20.55,149.951146,6,"Credlin Reefs (East)","HPZ",1220.14,"TF","11/12/09",2009,"AH","28/11/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,12,"summer",NA,NA,"fished",20.55,NA,NA,NA,"fished",298.669616699219,1.02880326330344
"20-288","R4357",20.55,149.927178,5,"Credlin Reefs (West)","HPZ",473.58,"NH","11/12/09",2009,"AH","28/11/14",90.93,"20-287","HPZ","1220.14",0.34,"20-294","HPZ",3599.6,8.51,"20-295","HPZ",5078.08,14.46,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,12,"summer","imagery used in analysis","no halos","fished",20.55,1.96345726011671,NA,0,"fished",298.687377929688,1.02880326330344
"20-290A","R4373",20.85,149.602662,1,"Scawfell Reef (No 1)","MNPZ",69.31,"SR","2006",2006,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,31,NA,NA,NA,NA,"mature reserve",20.85,NA,NA,NA,"protected",298.505706787109,-0.444408533287704
"20-291","R4378",20.95,149.739745,1,"Three Rocks Reef","HPZ",26.92,"SR","2006",2006,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.95,NA,NA,NA,"fished",298.490478515625,-0.706237420856638
"20-294","R2069",20.6,150.053409,3,"(Little) Stevens Reef","HPZ",3599.6,"BR","2003",2003,"MVG","22/08/11",97.68,"20-295","HPZ","5078.08",1.21,"20-287","HPZ",1220.14,6.36,"20-144","HPZ",217.11,6.71,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.6,1.9942291408177,NA,NA,"fished",298.635101318359,0.738581994988563
"20-294","R4645",20.59,150.032418,1,"(Little) Stevens Reef","HPZ",3599.6,"NH","11/12/09",2009,"AH","28/11/14",97.53,"20-295","HPZ","5078.08",1.15,"20-287","HPZ",1220.14,6.4,"20-144","HPZ",217.11,6.8,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,12,"summer","imagery used in analysis","no halos","fished",20.59,1.99356848278973,NA,0,"fished",298.648651123047,0.738581994988563
"20-295","R4647",20.58,150.124063,1,"(Big) Stevens Reef","HPZ",5078.08,"NH","11/12/09",2009,"AH","28/11/14",104.56,"20-294","HPZ","3599.6",1.18,"20-144","HPZ",217.11,5.7,"20-296","HPZ",301.24,6.6,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,12,"summer","imagery used in analysis","no halos","fished",20.58,2.02349938154801,NA,0,"fished",298.623260498047,0.750637170222551
"20-295","R2070",20.6,150.110086,4,"(Big) Stevens Reef","HPZ",5078.08,"BR","2003",2003,"MVG","15/09/11",105.28,"20-294","HPZ","3599.6",1.21,"20-144","HPZ",217.11,5.81,"20-296","HPZ",301.24,6.84,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.6,2.02645154573824,NA,NA,"fished",298.623260498047,0.921347745671424
"20-298","R2071",20.6,150.387412,5,"Warland Reef","HPZ",1164.6,"BR","2003",2003,"MVG","15/09/11",133.66,"20-299B","HPZ/GUZ","2768.47",1.07,"20-299A","HPZ",979.74,1.52,"20-297","HPZ",171.7,3.13,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.6,2.12923861013193,NA,NA,"fished",298.611968994141,0.515573632542149
"20-299A","R2072",20.6,150.439383,6,"U/N Reef","HPZ",979.74,"BR","2003",2003,"MVG","15/09/11",133.88,"20-299B","HPZ/GUZ","2768.47",0,"20-299C","HPZ",3479.61,0,"20-298","HPZ",1164.6,1.52,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.6,2.12994755728067,NA,NA,"fished",298.613677978516,0.548645344286492
"20-299B","R4362",20.65,150.38654,3,"U/N Reef","HPZ",2768.47,"BR","2003",2003,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.65,NA,NA,NA,"fished",298.60498046875,0.515573632542149
"20-299C","R4363",20.65,150.447418,4,"Southampton Reef","HPZ",3479.61,"BR","2003",2003,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.65,NA,NA,NA,"fished",298.605316162109,0.548645344286492
"20-301B","R4361",20.65,150.289873,2,"Cole Reefs (No3)","HPZ",864.58,"BR","2003",2003,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.65,NA,NA,NA,"fished",298.604949951172,-0.0141660328060175
"20-302","R2079",20.7,150.186575,3,"Cole Reefs (No1)","HPZ",454.35,"BR","2003",2003,"MVG","15/09/11",106.7,"20-301A","HPZ","706.24",1.29,"20-301B","HPZ",864.58,7.78,"20-301B","HPZ",864.58,9.84,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.7,2.03221570329798,NA,NA,"fished",298.613372802734,0.296348878254217
"20-303","R2080",20.7,150.413842,4,"U/N Reef","GUZ",2696.52,"BR","2003",2003,"MVG","15/09/11",131,"20-299B","GUZ/HPZ","2768.47",0,"20-299C","HPZ",3479.61,0,"20-299F","HPZ",7.68,0.47,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.7,2.12057393120585,NA,NA,"fished",298.599914550781,-0.75452510455939
"20-305","R2095",20.8,150.487016,5,"Goble Reef (East)","HPZ",1984.62,"BR","2003",2003,"MVG","13/10/11",131.31,"20-306","HPZ","306.55",0.92,"20-307","HPZ",4604.96,3.86,"20-308","HPZ",1205.85,8.48,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.8,2.12159266943841,NA,NA,"fished",298.58642578125,0.288504171092423
"20-306","R2094",20.8,150.453715,4,"Goble Reef (West)","HPZ",306.5,"BR","2003",2003,"MVG","13/10/11",128.64,"20-305","HPZ","1984.62",0.92,"20-307","HPZ",4604.96,1.41,"20-308","HPZ",1205.85,5.82,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.8,2.11273902236017,NA,NA,"fished",298.58642578125,0.288504171092423
"20-307","R2093",20.8,150.392231,3,"Chauvel Reefs (North)","HPZ",4604.96,"BR","2003",2003,"MVG","13/10/11",117.25,"20-306","HPZ","306.55",1.41,"20-308","HPZ",1205.85,1.81,"20-305","HPZ",1984.62,4.32,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.8,2.07280114940985,NA,NA,"fished",298.587829589844,0.00747788273196206
"20-308","R4374",20.85,150.381766,2,"Chauvel Reefs (South)","HPZ",1205.85,"BR","2003",2003,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.85,NA,NA,NA,"fished",298.581268310547,-0.104076636081136
"20-309","R2103",20.9,150.030124,2,"Tern Reef","MNPZ",307.32,"BR","2003",2003,"MVG","13/10/11",84.83,"20-310","MNPZ","956.76",4.17,"21-053","MNPZ",113.66,12.08,"21-025","CPZ",410.68,15.92,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",20.9,1.93363911252493,NA,NA,"fished",298.612335205078,-0.0756127966096825
"20-309","R4583",20.91,150.032862,1,"Tern Reef","MNPZ",307.32,"BR","2009",2009,"AH","22/05/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",20.91,NA,NA,NA,"fished",298.595275878906,-0.0756127966096825
"20-310","R4379",20.95,150.076819,2,"Bushy-Redbill Reef","MNPZ",956.76,"BR","2003",2003,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,28,NA,NA,NA,NA,"mature reserve",20.95,NA,NA,NA,"protected",298.598754882812,1.36036250845483
"20-315A","R2073",20.6,150.586133,7,"U/N Reef","HPZ",4726.29,"BR","2003",2003,"MVG","15/09/11",147.21,"20-460","HPZ","61.28",0.34,"20-315C","HPZ",17.45,0.34,"20-315B","HPZ",8.29,0.46,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.6,2.17087750727558,NA,NA,"fished",298.610107421875,-0.570440758653583
"20-321","R4359",20.55,150.995727,7,"U/N Reef","MNPZ",122.38,"DR","",NA,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",20.55,NA,NA,NA,"fished",298.765197753906,-0.73224112322656
"20-324","R2074",20.6,150.768494,8,"U/N Reef","HPZ",1451.29,"BR","2000",2000,"MVG","15/09/11",165.65,"20-497","HPZ","3.36",0.09,"20-326","HPZ",4796.15,0.38,"20-318","HPZ",93.31,0.53,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.6,2.22180531799655,NA,NA,"fished",298.61328125,1.95225133592516
"20-326","R2075",20.6,150.806208,9,"Molar Reef","HPZ",4796.15,"BR","2000",2000,"MVG","15/09/11",168.29,"20-502","HPZ","19.34",0.16,"20-334","HPZ",59.9,0.4,"20-324","HPZ",1451.29,0.43,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.6,2.2286313049897,NA,NA,"fished",298.627471923828,1.95225133592516
"20-327","R2076",20.6,150.868932,10,"U/N Reef","HPZ",631.47,"BR","2000",2000,"MVG","15/09/11",171.81,"20-505","HPZ","34.2",0.2,"20-326","HPZ",4796.15,0.55,"20-323","HPZ",51.49,0.95,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.6,2.2375688701982,NA,NA,"fished",298.648742675781,2.26255557772845
"20-333","R4364",20.65,150.737238,5,"U/N Reef","HPZ",273.66,"BR","",NA,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.65,NA,NA,NA,"fished",298.598785400391,1.95225133592516
"20-335","R2085",20.7,150.886331,9,"U/N Reef","HPZ",3412.29,"BR","2000",2000,"MVG","13/10/11",181,"20-515","HPZ","46.19",0.12,"20-339A","HPZ",2094.61,0.21,"20-516","HPZ",121.25,0.48,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.7,2.26007138798507,NA,NA,"fished",298.607177734375,2.39823914330569
"20-337","R2084",20.7,150.834224,8,"U/N Reef","HPZ",170.81,"BR","2000",2000,"MVG","13/10/11",167.6,"20-341","HPZ","18.67",1.05,"20-335","HPZ",3412.29,1.77,"20-339A","HPZ",2094.61,2.99,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.7,2.22685757028872,NA,NA,"fished",298.597137451172,2.39823914330569
"20-338","R2087",20.7,150.964005,11,"U/N Reef","HPZ",884.5,"BR","2000",2000,"MVG","13/10/11",184,"20-361","HPZ","315.88",0.2,"20-369A","HPZ",6391.93,0.45,"20-339B","HPZ",2854.92,0.74,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.7,2.26717172840301,NA,NA,"fished",298.649047851562,1.8966693745924
"20-339B","R2086",20.7,150.940644,10,"U/N Reef","HPZ",2854.92,"BR","2000",2000,"MVG","13/10/11",177.16,"20-339A","HPZ","2094.61",0.54,"20-342","HPZ",1693.84,0.6,"20-338","HPZ",884.5,0.72,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.7,2.25081020402598,NA,NA,"fished",298.62353515625,1.8966693745924
"20-340","R2081",20.7,150.765487,5,"U/N Reef","HPZ",327.48,"BR","2000",2000,"MVG","13/10/11",160.11,"20-494","HPZ","3.36",0.14,"20-496","HPZ",90.19,0.39,"20-336","HPZ",76.37,1.21,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.7,2.20712249765096,NA,NA,"fished",298.593963623047,0.722531782701762
"20-342","R4371",20.75,150.945369,3,"U/N Reef","HPZ",1693.84,"BR","",NA,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.75,NA,NA,NA,"fished",298.606384277344,1.8966693745924
"20-345","R2096",20.8,150.815367,6,"U/N Reef","HPZ",56.37,"BR","2000",2000,"MVG","13/10/11",167.63,"20-339A","HPZ","2094.61",6.46,"20-344","HPZ",411.18,7.19,"20-346","MNPZ",73.48,7.4,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.8,2.2269348400126,NA,NA,"fished",298.585235595703,-0.283889105524339
"20-348","R2105",20.9,150.950205,4,"U/N Reef","MNPZ",1283.34,"BR","2000",2000,"MVG","13/10/11",164.8,"20-347","MNPZ","606.81",0.92,"20-353","MNPZ",728.73,4.94,"20-380","MNPZ",1669.72,5.54,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",20.9,2.21958452621425,NA,NA,"fished",298.583679199219,0.0692285989737876
"20-348","R4582",20.88,150.952417,1,"U/N Reef","MNPZ",1283.34,"BR","2003",2003,"AH","22/05/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",20.88,NA,NA,NA,"fished",298.583679199219,0.0692285989737876
"20-349","R2104",20.9,150.624209,3,"U/N Reef","HPZ",78.11,"BR","2000",2000,"MVG","13/10/11",145.13,"20-352","HPZ","1850.17",3.89,"20-351A","MNPZ",2058.42,5.99,"20-558","HPZ",13.47,7.96,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.9,2.16473938429143,NA,NA,"fished",298.568389892578,-0.609163011186713
"20-351A","R4380",20.95,150.530351,3,"Pompey Reef (No 1)","MNPZ",2058.42,"BR","10/04/13",2013,"AH","22/05/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,10,4,"autumn",NA,NA,"mature reserve",20.95,NA,NA,NA,"protected",298.54638671875,-0.149080150909609
"20-351B","R4584",20.98,150.53026,1,"Pompey Reef (No 2)","MNPZ",830.9,"BR","10/04/13",2013,"AH","22/05/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,10,4,"autumn",NA,NA,"mature reserve",20.98,NA,NA,NA,"protected",298.528900146484,-0.149080150909609
"20-351C","R3001",21,150.53683,2,"Pompey Reef (No 3)","MNPZ",482.07,"BR","2000",2000,"AH","4/10/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",21,NA,NA,NA,"fished",298.528900146484,-0.149080150909609
"20-352","R4381",20.95,150.659677,4,"U/N Reef","HPZ",1850.17,"BR","",NA,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.95,NA,NA,NA,"fished",298.553588867188,-0.471260338574383
"20-353","R4382",20.95,150.919821,5,"U/N Reef","MNPZ",728.73,"BR","",NA,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",20.95,NA,NA,NA,"fished",298.566497802734,-0.308146370240228
"20-358","R4367",20.65,151.029947,8,"U/N Reef","HPZ",350.66,"BR","",NA,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.65,NA,NA,NA,"fished",298.720611572266,-0.384563517362945
"20-359","R4368",20.65,151.042609,9,"U/N Reef","HPZ",295.29,"DR","",NA,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.65,NA,NA,NA,"fished",298.720611572266,-0.384563517362945
"20-361","R2088",20.7,150.987117,12,"U/N Reef","HPZ",315.88,"BR","2000",2000,"MVG","13/10/11",185.38,"20-369B","HPZ","13.78",0.07,"20-532","HPZ",41.87,0.13,"20-369A","HPZ",6391.93,0.14,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.7,2.27039930739751,NA,NA,"fished",298.649047851562,1.8966693745924
"20-366","R2090",20.7,151.115222,14,"U/N Reef","HPZ",754.52,"BR","2000",2000,"MVG","13/10/11",188.25,"20-556","HPZ","40.72",0.31,"20-369A","HPZ",6391.93,0.64,"20-374","HPZ",8222.44,0.9,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.7,2.27703588817211,NA,NA,"fished",298.764770507812,1.29128420154501
"20-369A","R4372",20.75,151.022791,4,"Cockatoo Reef (No 1)","HPZ",6391.93,"BR","",NA,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.75,NA,NA,NA,"fished",298.650299072266,1.8966693745924
"20-370A","R2098",20.8,151.066521,8,"Rip Reef","MNPZ",1620.19,"BR","2000",2000,"MVG","13/10/11",177,"20-371","MNPZ","753.06",0.29,"20-552","MNPZ",235.1,0.3,"20-369A","HPZ",6391.93,0.53,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,25,NA,NA,NA,NA,"mature reserve",20.8,2.25042000230889,NA,NA,"protected",298.653228759766,2.22706356488489
"20-371","R2099",20.8,151.089938,9,"U/N Reef","MNPZ",753.06,"BR","2000",2000,"MVG","13/10/11",180.62,"20-555","MNPZ","28.71",0.23,"20-370A","MNPZ",1620.19,0.45,"20-374","MNPZ",8222.44,0.57,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,25,NA,NA,NA,NA,"mature reserve",20.8,2.25916367134022,NA,NA,"protected",298.653228759766,1.99808202377389
"20-374","R2100",20.8,151.171513,10,"U/N Reef","MNPZ",8222.44,"BR","2000",2000,"MVG","13/10/11",182.25,"20-376","MNPZ","544.25",0.18,"20-560","PZ",49.34,0.21,"20-377","PZ",3586.98,0.64,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,25,NA,NA,NA,NA,"mature reserve",20.8,2.26304398331317,NA,NA,"protected",298.722106933594,1.99808202377389
"20-377","R4376",20.85,151.226274,4,"Olympic Reef","PZ",3586.98,"BR","",NA,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","PZ","protected","protected",1975,0,NA,NA,NA,NA,"young reserve",20.85,NA,NA,NA,"fished",298.719512939453,1.92389954198842
"20-378A","R2108",20.9,151.236429,7,"U/N Reef","PZ",1325.33,"BR","2000",2000,"MVG","13/10/11",171.89,"20-377","PZ","3586.98",0.1,"20-382","MNPZ",7164.95,0.96,"20-378B","MNPZ",697.64,1.37,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,25,NA,NA,NA,NA,"mature reserve",20.9,2.23776987430102,NA,NA,"protected",298.682037353516,1.92389954198842
"20-378B","R4384",20.95,151.23181,7,"U/N Reef","MNPZ",697.64,"BR","",NA,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,0,NA,NA,NA,NA,"young reserve",20.95,NA,NA,NA,"fished",298.648712158203,0.460428751860502
"20-379","R2107",20.9,151.1911,6,"U/N Reef","MNPZ",236.4,"BR","2000",2000,"MVG","13/10/11",179.34,"20-384","PZ","49.58",0.36,"20-377","PZ",3586.98,1.58," 20-376","MNPZ",544.25,1.78,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,25,NA,NA,NA,NA,"mature reserve",20.9,2.25609206533901,NA,NA,"protected",298.654174804688,1.92389954198842
"20-380","R2106",20.9,151.051513,5,"U/N Reef","MNPZ",1669.72,"BR","2000",2000,"MVG","13/10/11",166.4,"20-370B","MNPZ","267.3",0.5,"20-552","MNPZ",235.1,2.39,"20-550","MNPZ",7.52,2.74,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,25,NA,NA,NA,NA,"mature reserve",20.9,2.22375545365724,NA,NA,"protected",298.6103515625,-0.21233791607507
"20-382","R2109",20.9,151.307863,8,"U/N Reef","MNPZ",7164.95,"BR","2000",2000,"MVG","13/10/11",182.19,"20-385","HPZ","2870.35",0.15,"20-563","MNPZ",93.49,0.47,"20-378A","PZ",1325.33,0.96,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","GUZ","protected","fished",2003,0,NA,NA,NA,NA,"young reserve",20.9,2.26290176265414,NA,NA,"fished",298.747924804688,1.3583013382412
"20-385","R4386",20.95,151.325801,9,"U/N Reef","HPZ",2870.35,"BR","",NA,"AH","20/11/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",20.95,NA,NA,NA,"fished",298.701568603516,1.68726373747775
